iBeacon ID,Time,iBeacon Mac,RSSI,Location
437,881524605,54:4A:16:6F:05:05,-45,Box9
444,881526944,54:4A:16:6F:04:23,-57,Box6
437,881527302,54:4A:16:6F:05:05,-68,Box6
419,881527412,54:4A:16:6F:01:DA,-70,Box6
492,881527591,54:4A:16:6F:01:CE,-68,Box6
444,881527852,54:4A:16:6F:04:23,-73,Box6
437,881528205,54:4A:16:6F:05:05,-74,Box6
492,881528484,54:4A:16:6F:01:CE,-58,Box6
444,881528752,54:4A:16:6F:04:23,-73,Box6
437,881529105,54:4A:16:6F:05:05,-72,Box6
419,881529223,54:4A:16:6F:01:DA,-60,Box6
492,881529393,54:4A:16:6F:01:CE,-60,Box6
444,881529666,54:4A:16:6F:04:23,-66,Box6
437,881530039,54:4A:16:6F:05:05,-72,Box6
419,881530126,54:4A:16:6F:01:DA,-58,Box6
492,881530295,54:4A:16:6F:01:CE,-60,Box6
444,881530571,54:4A:16:6F:04:23,-84,Box6
419,881531034,54:4A:16:6F:01:DA,-62,Box6
492,881531199,54:4A:16:6F:01:CE,-62,Box6
444,881531489,54:4A:16:6F:04:23,-78,Box6
437,881531826,54:4A:16:6F:05:05,-69,Box6
444,881532384,54:4A:16:6F:04:23,-83,Box6
437,881532727,54:4A:16:6F:05:05,-73,Box6
419,881532839,54:4A:16:6F:01:DA,-65,Box6
492,881533327,54:4A:16:6F:01:CE,-62,Box6
437,881533634,54:4A:16:6F:05:05,-71,Box6
419,881533746,54:4A:16:6F:01:DA,-63,Box6
492,881533930,54:4A:16:6F:01:CE,-66,Box6
444,881534187,54:4A:16:6F:04:23,-75,Box6
437,881534545,54:4A:16:6F:05:05,-70,Box6
419,881534649,54:4A:16:6F:01:DA,-66,Box6
444,881536060,54:4A:16:6F:04:23,-65,Box6
437,881536382,54:4A:16:6F:05:05,-72,Box6
492,881538477,54:4A:16:6F:01:CE,-62,Box6
419,881543761,54:4A:16:6F:01:DA,-62,Box6
492,881544771,54:4A:16:6F:01:CE,-60,Box6
444,881546873,54:4A:16:6F:04:23,-64,Box6
419,881553526,54:4A:16:6F:01:DA,-65,Box6
444,881554014,54:4A:16:6F:04:23,-76,Box6
437,881559879,54:4A:16:6F:05:05,-72,Box6
419,881560930,54:4A:16:6F:01:DA,-66,Box6
492,881561111,54:4A:16:6F:01:CE,-65,Box6
444,881561346,54:4A:16:6F:04:23,-71,Box6
437,881561675,54:4A:16:6F:05:05,-71,Box6
419,881561816,54:4A:16:6F:01:DA,-63,Box6
492,881561966,54:4A:16:6F:01:CE,-63,Box6
419,881562836,54:4A:16:6F:01:DA,-63,Box6
492,881563081,54:4A:16:6F:01:CE,-63,Box6
444,881563787,54:4A:16:6F:04:23,-71,Box6
437,881563813,54:4A:16:6F:05:05,-72,Box6
492,881563889,54:4A:16:6F:01:CE,-65,Box6
444,881571382,54:4A:16:6F:04:23,-67,Box6
437,881577135,54:4A:16:6F:05:05,-69,Box6
444,881577631,54:4A:16:6F:04:23,-70,Box6
437,881578093,54:4A:16:6F:05:05,-69,Box6
419,881578170,54:4A:16:6F:01:DA,-63,Box6
492,881578251,54:4A:16:6F:01:CE,-66,Box6
444,881578545,54:4A:16:6F:04:23,-71,Box6
437,881578905,54:4A:16:6F:05:05,-69,Box6
492,881579286,54:4A:16:6F:01:CE,-63,Box6
444,881580241,54:4A:16:6F:04:23,-74,Box6
419,881588772,54:4A:16:6F:01:DA,-63,Box6
492,881588857,54:4A:16:6F:01:CE,-63,Box6
437,881588912,54:4A:16:6F:05:05,-69,Box6
492,881588941,54:4A:16:6F:01:CE,-60,Box6
444,881589079,54:4A:16:6F:04:23,-72,Box6
437,881589107,54:4A:16:6F:05:05,-69,Box6
419,881589136,54:4A:16:6F:01:DA,-66,Box6
444,881589188,54:4A:16:6F:04:23,-65,Box6
437,881589252,54:4A:16:6F:05:05,-69,Box6
492,881589312,54:4A:16:6F:01:CE,-65,Box6
444,881589391,54:4A:16:6F:04:23,-65,Box6
437,881589453,54:4A:16:6F:05:05,-71,Box6
419,881589512,54:4A:16:6F:01:DA,-63,Box6
492,881589573,54:4A:16:6F:01:CE,-62,Box6
444,881589636,54:4A:16:6F:04:23,-75,Box6
492,881590209,54:4A:16:6F:01:CE,-62,Box6
437,881590257,54:4A:16:6F:05:05,-72,Box6
419,881590286,54:4A:16:6F:01:DA,-63,Box6
492,881590332,54:4A:16:6F:01:CE,-61,Box6
444,881590399,54:4A:16:6F:04:23,-72,Box6
437,881590563,54:4A:16:6F:05:05,-72,Box6
419,881590643,54:4A:16:6F:01:DA,-65,Box6
492,881590718,54:4A:16:6F:01:CE,-65,Box6
437,881590839,54:4A:16:6F:05:05,-72,Box6
419,881590912,54:4A:16:6F:01:DA,-63,Box6
444,881591073,54:4A:16:6F:04:23,-65,Box6
492,881591309,54:4A:16:6F:01:CE,-60,Box6
444,881591383,54:4A:16:6F:04:23,-75,Box6
419,881591487,54:4A:16:6F:01:DA,-63,Box6
492,881591596,54:4A:16:6F:01:CE,-63,Box6
444,881593756,54:4A:16:6F:04:23,-71,Box6
437,881598236,54:4A:16:6F:05:05,-70,Box6
444,881599363,54:4A:16:6F:04:23,-66,Box6
492,881601806,54:4A:16:6F:01:CE,-61,Box6
444,881602072,54:4A:16:6F:04:23,-67,Box6
419,881602538,54:4A:16:6F:01:DA,-56,Box6
492,881602682,54:4A:16:6F:01:CE,-61,Box6
444,881602972,54:4A:16:6F:04:23,-78,Box6
437,881603475,54:4A:16:6F:05:05,-75,Box6
492,881603578,54:4A:16:6F:01:CE,-58,Box6
444,881603872,54:4A:16:6F:04:23,-80,Box6
437,881604269,54:4A:16:6F:05:05,-75,Box6
419,881604355,54:4A:16:6F:01:DA,-58,Box6
492,881604502,54:4A:16:6F:01:CE,-61,Box6
437,881605177,54:4A:16:6F:05:05,-68,Box6
419,881605434,54:4A:16:6F:01:DA,-58,Box6
492,881605469,54:4A:16:6F:01:CE,-61,Box6
444,881605688,54:4A:16:6F:04:23,-74,Box6
437,881606155,54:4A:16:6F:05:05,-69,Box6
444,881606595,54:4A:16:6F:04:23,-74,Box6
419,881608311,54:4A:16:6F:01:DA,-61,Box6
492,881619880,54:4A:16:6F:01:CE,-60,Box6
444,881620149,54:4A:16:6F:04:23,-74,Box6
419,881620663,54:4A:16:6F:01:DA,-60,Box6
492,881620769,54:4A:16:6F:01:CE,-60,Box6
437,881621507,54:4A:16:6F:05:05,-77,Box6
419,881621568,54:4A:16:6F:01:DA,-58,Box6
492,881621695,54:4A:16:6F:01:CE,-67,Box6
444,881621979,54:4A:16:6F:04:23,-72,Box6
437,881622384,54:4A:16:6F:05:05,-76,Box6
419,881622481,54:4A:16:6F:01:DA,-59,Box6
492,881622586,54:4A:16:6F:01:CE,-63,Box6
444,881622879,54:4A:16:6F:04:23,-69,Box6
437,881623270,54:4A:16:6F:05:05,-69,Box6
419,881623369,54:4A:16:6F:01:DA,-62,Box6
492,881623485,54:4A:16:6F:01:CE,-63,Box6
437,881624184,54:4A:16:6F:05:05,-69,Box6
492,881624401,54:4A:16:6F:01:CE,-63,Box6
444,881624688,54:4A:16:6F:04:23,-74,Box6
419,881625181,54:4A:16:6F:01:DA,-59,Box6
492,881625294,54:4A:16:6F:01:CE,-67,Box6
444,881625597,54:4A:16:6F:04:23,-73,Box6
437,881625998,54:4A:16:6F:05:05,-76,Box6
419,881626077,54:4A:16:6F:01:DA,-59,Box6
492,881626200,54:4A:16:6F:01:CE,-65,Box6
444,881626532,54:4A:16:6F:04:23,-75,Box7
437,881626926,54:4A:16:6F:05:05,-84,Box7
419,881627041,54:4A:16:6F:01:DA,-58,Box7
444,881631975,54:4A:16:6F:04:23,-57,Box7
444,881640060,54:4A:16:6F:04:23,-60,Box7
437,881640473,54:4A:16:6F:05:05,-60,Box7
419,881640561,54:4A:16:6F:01:DA,-72,Box7
492,881640682,54:4A:16:6F:01:CE,-75,Box7
444,881644930,54:4A:16:6F:04:23,-57,Box7
437,881644968,54:4A:16:6F:05:05,-61,Box7
419,881644987,54:4A:16:6F:01:DA,-67,Box7
492,881645014,54:4A:16:6F:01:CE,-76,Box7
444,881645050,54:4A:16:6F:04:23,-57,Box7
437,881645111,54:4A:16:6F:05:05,-57,Box7
492,881645139,54:4A:16:6F:01:CE,-75,Box7
444,881645232,54:4A:16:6F:04:23,-56,Box7
437,881645311,54:4A:16:6F:05:05,-60,Box7
492,881645368,54:4A:16:6F:01:CE,-68,Box7
444,881645429,54:4A:16:6F:04:23,-61,Box7
437,881645478,54:4A:16:6F:05:05,-59,Box7
419,881645510,54:4A:16:6F:01:DA,-70,Box7
492,881645537,54:4A:16:6F:01:CE,-68,Box7
444,881645598,54:4A:16:6F:04:23,-60,Box7
444,881649146,54:4A:16:6F:04:23,-61,Box7
437,881654054,54:4A:16:6F:05:05,-60,Box7
444,881655450,54:4A:16:6F:04:23,-57,Box7
492,881657890,54:4A:16:6F:01:CE,-69,Box7
444,881658255,54:4A:16:6F:04:23,-57,Box7
437,881658564,54:4A:16:6F:05:05,-59,Box7
419,881658652,54:4A:16:6F:01:DA,-72,Box7
492,881658787,54:4A:16:6F:01:CE,-69,Box7
444,881659054,54:4A:16:6F:04:23,-56,Box7
437,881659461,54:4A:16:6F:05:05,-61,Box7
492,881659688,54:4A:16:6F:01:CE,-70,Box7
492,881662430,54:4A:16:6F:01:CE,-69,Box7
419,881672196,54:4A:16:6F:01:DA,-70,Box7
437,881672317,54:4A:16:6F:05:05,-59,Box7
444,881672418,54:4A:16:6F:04:23,-59,Box7
419,881672517,54:4A:16:6F:01:DA,-69,Box7
437,881673450,54:4A:16:6F:05:05,-57,Box7
419,881673541,54:4A:16:6F:01:DA,-80,Box7
492,881673659,54:4A:16:6F:01:CE,-69,Box7
437,881674279,54:4A:16:6F:05:05,-61,Box7
419,881674446,54:4A:16:6F:01:DA,-69,Box7
419,881676798,54:4A:16:6F:01:DA,-68,Box7
444,881681724,54:4A:16:6F:04:23,-58,Box7
437,881687504,54:4A:16:6F:05:05,-59,Box7
419,881687646,54:4A:16:6F:01:DA,-68,Box7
492,881688668,54:4A:16:6F:01:CE,-76,Box7
444,881698086,54:4A:16:6F:04:23,-55,Box7
492,881699502,54:4A:16:6F:01:CE,-77,Box7
444,881706095,54:4A:16:6F:04:23,-57,Box7
419,881706642,54:4A:16:6F:01:DA,-69,Box7
492,881706750,54:4A:16:6F:01:CE,-85,Box7
437,881707409,54:4A:16:6F:05:05,-61,Box7
419,881707544,54:4A:16:6F:01:DA,-70,Box7
492,881707654,54:4A:16:6F:01:CE,-82,Box7
444,881708826,54:4A:16:6F:04:23,-58,Box7
437,881711040,54:4A:16:6F:05:05,-60,Box7
419,881712086,54:4A:16:6F:01:DA,-70,Box7
444,881712485,54:4A:16:6F:04:23,-55,Box7
492,881714929,54:4A:16:6F:01:CE,-82,Box7
437,881717505,54:4A:16:6F:05:05,-60,Box7
419,881718414,54:4A:16:6F:01:DA,-68,Box7
444,881718773,54:4A:16:6F:04:23,-57,Box7
492,881721233,54:4A:16:6F:01:CE,-82,Box7
419,881722049,54:4A:16:6F:01:DA,-69,Box7
492,881722390,54:4A:16:6F:01:CE,-79,Box7
444,881722533,54:4A:16:6F:04:23,-57,Box7
437,881722787,54:4A:16:6F:05:05,-59,Box7
419,881736759,54:4A:16:6F:01:DA,-65,Box7
444,881737169,54:4A:16:6F:04:23,-57,Box7
437,881737718,54:4A:16:6F:05:05,-59,Box7
419,881737889,54:4A:16:6F:01:DA,-65,Box7
492,881738182,54:4A:16:6F:01:CE,-71,Box7
437,881739137,54:4A:16:6F:05:05,-60,Box7
492,881739250,54:4A:16:6F:01:CE,-71,Box7
437,881739621,54:4A:16:6F:05:05,-60,Box7
492,881739680,54:4A:16:6F:01:CE,-72,Box7
444,881739739,54:4A:16:6F:04:23,-55,Box7
437,881739840,54:4A:16:6F:05:05,-58,Box7
419,881739926,54:4A:16:6F:01:DA,-69,Box7
492,881740123,54:4A:16:6F:01:CE,-73,Box7
444,881740289,54:4A:16:6F:04:23,-59,Box7
437,881740408,54:4A:16:6F:05:05,-58,Box7
419,881740465,54:4A:16:6F:01:DA,-65,Box7
492,881740586,54:4A:16:6F:01:CE,-73,Box7
444,881740652,54:4A:16:6F:04:23,-58,Box7
437,881740890,54:4A:16:6F:05:05,-58,Box7
419,881741435,54:4A:16:6F:01:DA,-67,Box7
492,881741998,54:4A:16:6F:01:CE,-83,Box7
419,881744158,54:4A:16:6F:01:DA,-68,Box7
437,881747424,54:4A:16:6F:05:05,-57,Box7
437,881753572,54:4A:16:6F:05:05,-58,Box7
437,881760133,54:4A:16:6F:05:05,-60,Box7
419,881760164,54:4A:16:6F:01:DA,-73,Box7
492,881760191,54:4A:16:6F:01:CE,-78,Box7
444,881760220,54:4A:16:6F:04:23,-56,Box7
437,881760271,54:4A:16:6F:05:05,-62,Box7
419,881760414,54:4A:16:6F:01:DA,-80,Box7
492,881760437,54:4A:16:6F:01:CE,-75,Box7
444,881760464,54:4A:16:6F:04:23,-57,Box7
437,881760556,54:4A:16:6F:05:05,-58,Box7
419,881760578,54:4A:16:6F:01:DA,-69,Box7
492,881760599,54:4A:16:6F:01:CE,-73,Box7
444,881760649,54:4A:16:6F:04:23,-57,Box7
437,881760730,54:4A:16:6F:05:05,-59,Box7
492,881760812,54:4A:16:6F:01:CE,-88,Box7
444,881760842,54:4A:16:6F:04:23,-61,Box7
437,881760929,54:4A:16:6F:05:05,-58,Box7
419,881760955,54:4A:16:6F:01:DA,-81,Box7
444,881761097,54:4A:16:6F:04:23,-58,Box7
419,881761191,54:4A:16:6F:01:DA,-65,Box7
437,881764447,54:4A:16:6F:05:05,-59,Box7
437,881770770,54:4A:16:6F:05:05,-66,Box4
444,881772222,54:4A:16:6F:04:23,-87,Box4
492,881772815,54:4A:16:6F:01:CE,-63,Box4
444,881773381,54:4A:16:6F:04:23,-72,Box4
437,881773467,54:4A:16:6F:05:05,-73,Box4
492,881773727,54:4A:16:6F:01:CE,-85,Box4
444,881774014,54:4A:16:6F:04:23,-71,Box4
419,881774477,54:4A:16:6F:01:DA,-52,Box4
492,881774640,54:4A:16:6F:01:CE,-72,Box4
437,881775284,54:4A:16:6F:05:05,-74,Box4
419,881775367,54:4A:16:6F:01:DA,-53,Box4
492,881775526,54:4A:16:6F:01:CE,-62,Box4
444,881775802,54:4A:16:6F:04:23,-75,Box4
437,881776200,54:4A:16:6F:05:05,-67,Box4
492,881776425,54:4A:16:6F:01:CE,-56,Box4
444,881776725,54:4A:16:6F:04:23,-74,Box4
444,881777650,54:4A:16:6F:04:23,-68,Box4
419,881789852,54:4A:16:6F:01:DA,-52,Box4
492,881790014,54:4A:16:6F:01:CE,-55,Box4
444,881790283,54:4A:16:6F:04:23,-72,Box4
419,881790756,54:4A:16:6F:01:DA,-51,Box4
492,881790924,54:4A:16:6F:01:CE,-54,Box4
444,881791194,54:4A:16:6F:04:23,-67,Box4
437,881795957,54:4A:16:6F:05:05,-72,Box4
419,881795990,54:4A:16:6F:01:DA,-50,Box4
492,881796064,54:4A:16:6F:01:CE,-54,Box4
437,881796349,54:4A:16:6F:05:05,-73,Box4
419,881796395,54:4A:16:6F:01:DA,-49,Box4
444,881796679,54:4A:16:6F:04:23,-72,Box4
437,881796934,54:4A:16:6F:05:05,-73,Box4
419,881796979,54:4A:16:6F:01:DA,-51,Box4
492,881797109,54:4A:16:6F:01:CE,-63,Box4
444,881797252,54:4A:16:6F:04:23,-79,Box4
437,881798071,54:4A:16:6F:05:05,-70,Box4
419,881798100,54:4A:16:6F:01:DA,-50,Box4
492,881798132,54:4A:16:6F:01:CE,-55,Box4
437,881798285,54:4A:16:6F:05:05,-70,Box4
492,881798341,54:4A:16:6F:01:CE,-55,Box4
444,881798368,54:4A:16:6F:04:23,-67,Box4
437,881798530,54:4A:16:6F:05:05,-74,Box4
492,881798587,54:4A:16:6F:01:CE,-54,Box4
437,881798616,54:4A:16:6F:05:05,-70,Box4
419,881798644,54:4A:16:6F:01:DA,-52,Box4
444,881798689,54:4A:16:6F:04:23,-80,Box4
437,881798881,54:4A:16:6F:05:05,-73,Box4
419,881799008,54:4A:16:6F:01:DA,-51,Box4
492,881799062,54:4A:16:6F:01:CE,-64,Box4
437,881799754,54:4A:16:6F:05:05,-71,Box4
492,881799963,54:4A:16:6F:01:CE,-55,Box4
437,881800668,54:4A:16:6F:05:05,-69,Box4
492,881800876,54:4A:16:6F:01:CE,-54,Box4
444,881801156,54:4A:16:6F:04:23,-68,Box4
437,881801573,54:4A:16:6F:05:05,-74,Box4
419,881801632,54:4A:16:6F:01:DA,-52,Box4
492,881801786,54:4A:16:6F:01:CE,-53,Box4
444,881802040,54:4A:16:6F:04:23,-80,Box4
437,881802479,54:4A:16:6F:05:05,-74,Box4
492,881802692,54:4A:16:6F:01:CE,-63,Box4
444,881802956,54:4A:16:6F:04:23,-74,Box4
437,881803653,54:4A:16:6F:05:05,-72,Box4
419,881803704,54:4A:16:6F:01:DA,-51,Box4
444,881803843,54:4A:16:6F:04:23,-67,Box4
444,881804829,54:4A:16:6F:04:23,-67,Box4
437,881805190,54:4A:16:6F:05:05,-71,Box4
419,881805233,54:4A:16:6F:01:DA,-53,Box4
492,881805385,54:4A:16:6F:01:CE,-54,Box4
444,881805645,54:4A:16:6F:04:23,-77,Box4
419,881811575,54:4A:16:6F:01:DA,-49,Box4
444,881824286,54:4A:16:6F:04:23,-77,Box4
419,881824958,54:4A:16:6F:01:DA,-51,Box4
492,881825327,54:4A:16:6F:01:CE,-53,Box4
444,881825445,54:4A:16:6F:04:23,-78,Box4
419,881825768,54:4A:16:6F:01:DA,-51,Box4
492,881825833,54:4A:16:6F:01:CE,-53,Box4
444,881826087,54:4A:16:6F:04:23,-69,Box4
437,881826189,54:4A:16:6F:05:05,-70,Box4
419,881826253,54:4A:16:6F:01:DA,-51,Box4
492,881826332,54:4A:16:6F:01:CE,-51,Box4
444,881826554,54:4A:16:6F:04:23,-69,Box4
437,881826744,54:4A:16:6F:05:05,-64,Box4
444,881826875,54:4A:16:6F:04:23,-79,Box4
437,881827108,54:4A:16:6F:05:05,-67,Box4
419,881827176,54:4A:16:6F:01:DA,-53,Box4
492,881827242,54:4A:16:6F:01:CE,-62,Box4
444,881827307,54:4A:16:6F:04:23,-78,Box4
437,881827536,54:4A:16:6F:05:05,-73,Box4
419,881827588,54:4A:16:6F:01:DA,-53,Box4
492,881827638,54:4A:16:6F:01:CE,-52,Box4
444,881827714,54:4A:16:6F:04:23,-69,Box4
437,881827911,54:4A:16:6F:05:05,-72,Box4
444,881828542,54:4A:16:6F:04:23,-78,Box4
419,881828803,54:4A:16:6F:01:DA,-51,Box4
437,881830601,54:4A:16:6F:05:05,-69,Box4
444,881833696,54:4A:16:6F:04:23,-68,Box4
419,881835103,54:4A:16:6F:01:DA,-51,Box4
492,881836226,54:4A:16:6F:01:CE,-64,Box4
444,881837311,54:4A:16:6F:04:23,-72,Box4
437,881838484,54:4A:16:6F:05:05,-73,Box4
419,881838601,54:4A:16:6F:01:DA,-53,Box4
492,881838638,54:4A:16:6F:01:CE,-51,Box4
444,881838700,54:4A:16:6F:04:23,-71,Box4
419,881838881,54:4A:16:6F:01:DA,-52,Box4
444,881839116,54:4A:16:6F:04:23,-72,Box4
492,881839832,54:4A:16:6F:01:CE,-52,Box4
437,881840823,54:4A:16:6F:05:05,-70,Box4
419,881840962,54:4A:16:6F:01:DA,-49,Box4
492,881841186,54:4A:16:6F:01:CE,-64,Box4
444,881841570,54:4A:16:6F:04:23,-87,Box4
437,881842257,54:4A:16:6F:05:05,-70,Box4
492,881842379,54:4A:16:6F:01:CE,-64,Box4
444,881842492,54:4A:16:6F:04:23,-88,Box4
437,881842840,54:4A:16:6F:05:05,-69,Box4
419,881842895,54:4A:16:6F:01:DA,-49,Box4
492,881842956,54:4A:16:6F:01:CE,-54,Box4
444,881843163,54:4A:16:6F:04:23,-72,Box4
437,881843375,54:4A:16:6F:05:05,-69,Box4
419,881843450,54:4A:16:6F:01:DA,-46,Box4
492,881843578,54:4A:16:6F:01:CE,-52,Box4
437,881852639,54:4A:16:6F:05:05,-74,Box4
419,881852710,54:4A:16:6F:01:DA,-54,Box4
492,881852730,54:4A:16:6F:01:CE,-52,Box4
444,881852769,54:4A:16:6F:04:23,-73,Box4
437,881852860,54:4A:16:6F:05:05,-74,Box4
419,881852881,54:4A:16:6F:01:DA,-53,Box4
444,881852945,54:4A:16:6F:04:23,-74,Box4
437,881852992,54:4A:16:6F:05:05,-70,Box4
419,881853023,54:4A:16:6F:01:DA,-49,Box4
492,881853042,54:4A:16:6F:01:CE,-63,Box4
444,881853122,54:4A:16:6F:04:23,-92,Box4
437,881853375,54:4A:16:6F:05:05,-70,Box4
419,881853468,54:4A:16:6F:01:DA,-46,Box4
444,881853595,54:4A:16:6F:04:23,-92,Box4
492,881854407,54:4A:16:6F:01:CE,-52,Box4
444,881855322,54:4A:16:6F:04:23,-72,Box4
437,881855685,54:4A:16:6F:05:05,-73,Box4
419,881855742,54:4A:16:6F:01:DA,-49,Box4
492,881855800,54:4A:16:6F:01:CE,-63,Box4
437,881856207,54:4A:16:6F:05:05,-69,Box4
419,881856264,54:4A:16:6F:01:DA,-46,Box4
492,881856321,54:4A:16:6F:01:CE,-53,Box4
444,881856494,54:4A:16:6F:04:23,-74,Box4
437,881856605,54:4A:16:6F:05:05,-69,Box4
492,881856706,54:4A:16:6F:01:CE,-51,Box4
444,881856831,54:4A:16:6F:04:23,-92,Box4
437,881857142,54:4A:16:6F:05:05,-73,Box4
419,881857264,54:4A:16:6F:01:DA,-49,Box4
492,881857399,54:4A:16:6F:01:CE,-63,Box4
437,881857657,54:4A:16:6F:05:05,-70,Box4
419,881857857,54:4A:16:6F:01:DA,-49,Box4
492,881857927,54:4A:16:6F:01:CE,-63,Box4
419,881858354,54:4A:16:6F:01:DA,-52,Box4
444,881860002,54:4A:16:6F:04:23,-74,Box4
492,881864218,54:4A:16:6F:01:CE,-51,Box4
437,881865821,54:4A:16:6F:05:05,-75,Box4
419,881865929,54:4A:16:6F:01:DA,-50,Box4
492,881865999,54:4A:16:6F:01:CE,-67,Box4
444,881866366,54:4A:16:6F:04:23,-76,Box4
419,881866801,54:4A:16:6F:01:DA,-49,Box4
492,881866892,54:4A:16:6F:01:CE,-67,Box4
444,881867212,54:4A:16:6F:04:23,-70,Box4
437,881867622,54:4A:16:6F:05:05,-71,Box4
419,881867703,54:4A:16:6F:01:DA,-54,Box4
492,881867787,54:4A:16:6F:01:CE,-54,Box4
444,881868111,54:4A:16:6F:04:23,-88,Box4
419,881868618,54:4A:16:6F:01:DA,-50,Box4
444,881869047,54:4A:16:6F:04:23,-76,Box4
437,881869510,54:4A:16:6F:05:05,-72,Box4
492,881869597,54:4A:16:6F:01:CE,-67,Box4
444,881869941,54:4A:16:6F:04:23,-76,Box4
437,881870326,54:4A:16:6F:05:05,-71,Box4
419,881870445,54:4A:16:6F:01:DA,-46,Box4
492,881870538,54:4A:16:6F:01:CE,-54,Box4
437,881871227,54:4A:16:6F:05:05,-72,Box4
419,881871352,54:4A:16:6F:01:DA,-47,Box4
492,881871449,54:4A:16:6F:01:CE,-53,Box4
444,881871761,54:4A:16:6F:04:23,-76,Box4
492,881872340,54:4A:16:6F:01:CE,-53,Box4
444,881872691,54:4A:16:6F:04:23,-77,Box4
492,881875061,54:4A:16:6F:01:CE,-58,Box4
444,881880124,54:4A:16:6F:04:23,-92,Box4
437,881880213,54:4A:16:6F:05:05,-72,Box4
492,881881384,54:4A:16:6F:01:CE,-53,Box8
444,881881707,54:4A:16:6F:04:23,-70,Box8
419,881883314,54:4A:16:6F:01:DA,-82,Box8
419,881885836,54:4A:16:6F:01:DA,-70,Box8
492,881885915,54:4A:16:6F:01:CE,-77,Box8
444,881886229,54:4A:16:6F:04:23,-50,Box8
437,881886633,54:4A:16:6F:05:05,-60,Box8
419,881886736,54:4A:16:6F:01:DA,-66,Box8
492,881886802,54:4A:16:6F:01:CE,-76,Box8
437,881887545,54:4A:16:6F:05:05,-61,Box8
419,881887646,54:4A:16:6F:01:DA,-67,Box8
444,881888026,54:4A:16:6F:04:23,-49,Box8
437,881888444,54:4A:16:6F:05:05,-61,Box8
419,881888546,54:4A:16:6F:01:DA,-83,Box8
492,881888610,54:4A:16:6F:01:CE,-75,Box8
444,881888947,54:4A:16:6F:04:23,-48,Box8
437,881889344,54:4A:16:6F:05:05,-59,Box8
419,881889448,54:4A:16:6F:01:DA,-75,Box8
492,881889521,54:4A:16:6F:01:CE,-75,Box8
444,881889841,54:4A:16:6F:04:23,-50,Box8
419,881890357,54:4A:16:6F:01:DA,-68,Box8
492,881890435,54:4A:16:6F:01:CE,-75,Box8
437,881891161,54:4A:16:6F:05:05,-61,Box8
419,881891257,54:4A:16:6F:01:DA,-85,Box8
444,881891647,54:4A:16:6F:04:23,-48,Box8
437,881892045,54:4A:16:6F:05:05,-59,Box8
444,881892549,54:4A:16:6F:04:23,-46,Box8
437,881892948,54:4A:16:6F:05:05,-59,Box8
419,881893305,54:4A:16:6F:01:DA,-75,Box8
492,881893337,54:4A:16:6F:01:CE,-75,Box8
437,881893865,54:4A:16:6F:05:05,-59,Box8
419,881893981,54:4A:16:6F:01:DA,-75,Box8
444,881894344,54:4A:16:6F:04:23,-49,Box8
437,881894810,54:4A:16:6F:05:05,-62,Box8
419,881894881,54:4A:16:6F:01:DA,-68,Box8
492,881894976,54:4A:16:6F:01:CE,-76,Box8
444,881895262,54:4A:16:6F:04:23,-48,Box8
437,881895673,54:4A:16:6F:05:05,-61,Box8
419,881895783,54:4A:16:6F:01:DA,-88,Box8
444,881896166,54:4A:16:6F:04:23,-48,Box8
437,881896579,54:4A:16:6F:05:05,-59,Box8
419,881896682,54:4A:16:6F:01:DA,-75,Box8
492,881896782,54:4A:16:6F:01:CE,-75,Box8
444,881897057,54:4A:16:6F:04:23,-46,Box8
437,881897484,54:4A:16:6F:05:05,-59,Box8
419,881897587,54:4A:16:6F:01:DA,-77,Box8
492,881897673,54:4A:16:6F:01:CE,-77,Box8
444,881898021,54:4A:16:6F:04:23,-49,Box8
444,881899818,54:4A:16:6F:04:23,-48,Box8
437,881903431,54:4A:16:6F:05:05,-61,Box8
437,881918520,54:4A:16:6F:05:05,-58,Box8
419,881918970,54:4A:16:6F:01:DA,-74,Box8
492,881919322,54:4A:16:6F:01:CE,-74,Box8
444,881920087,54:4A:16:6F:04:23,-49,Box8
437,881920871,54:4A:16:6F:05:05,-58,Box8
492,881921453,54:4A:16:6F:01:CE,-77,Box8
444,881921721,54:4A:16:6F:04:23,-48,Box8
492,881922656,54:4A:16:6F:01:CE,-77,Box8
444,881922860,54:4A:16:6F:04:23,-46,Box8
437,881923082,54:4A:16:6F:05:05,-58,Box8
419,881923155,54:4A:16:6F:01:DA,-69,Box8
492,881923237,54:4A:16:6F:01:CE,-77,Box8
444,881923441,54:4A:16:6F:04:23,-46,Box8
437,881923722,54:4A:16:6F:05:05,-58,Box8
492,881924376,54:4A:16:6F:01:CE,-78,Box8
444,881924465,54:4A:16:6F:04:23,-49,Box8
492,881925054,54:4A:16:6F:01:CE,-76,Box8
444,881925143,54:4A:16:6F:04:23,-46,Box8
437,881925319,54:4A:16:6F:05:05,-58,Box8
419,881925380,54:4A:16:6F:01:DA,-89,Box8
492,881925597,54:4A:16:6F:01:CE,-76,Box8
444,881925656,54:4A:16:6F:04:23,-46,Box8
437,881925751,54:4A:16:6F:05:05,-58,Box8
419,881925811,54:4A:16:6F:01:DA,-74,Box8
437,881926197,54:4A:16:6F:05:05,-59,Box8
444,881926968,54:4A:16:6F:04:23,-50,Box8
437,881928286,54:4A:16:6F:05:05,-61,Box8
