iBeacon ID,Time,iBeacon Mac,RSSI,Location
444,881931542,54:4A:16:6F:04:23,-49,Box8
437,881932038,54:4A:16:6F:05:05,-62,Box8
419,881932146,54:4A:16:6F:01:DA,-75,Box8
492,881932229,54:4A:16:6F:01:CE,-73,Box8
444,881932370,54:4A:16:6F:04:23,-50,Box8
419,881932833,54:4A:16:6F:01:DA,-75,Box8
444,881933265,54:4A:16:6F:04:23,-49,Box8
492,881933480,54:4A:16:6F:01:CE,-77,Box8
437,881933805,54:4A:16:6F:05:05,-59,Box8
419,881933887,54:4A:16:6F:01:DA,-77,Box8
437,881934614,54:4A:16:6F:05:05,-59,Box8
444,881935073,54:4A:16:6F:04:23,-50,Box8
444,881940621,54:4A:16:6F:04:23,-50,Box8
492,881940665,54:4A:16:6F:01:CE,-72,Box8
437,881940737,54:4A:16:6F:05:05,-60,Box8
444,881940759,54:4A:16:6F:04:23,-46,Box8
437,881940875,54:4A:16:6F:05:05,-59,Box8
419,881940896,54:4A:16:6F:01:DA,-75,Box8
444,881940940,54:4A:16:6F:04:23,-49,Box8
437,881941028,54:4A:16:6F:05:05,-58,Box8
492,881941050,54:4A:16:6F:01:CE,-84,Box8
437,881941104,54:4A:16:6F:05:05,-59,Box8
419,881941125,54:4A:16:6F:01:DA,-67,Box8
444,881941194,54:4A:16:6F:04:23,-50,Box8
492,881941239,54:4A:16:6F:01:CE,-85,Box8
437,881941272,54:4A:16:6F:05:05,-62,Box8
444,881941338,54:4A:16:6F:04:23,-49,Box8
437,881941424,54:4A:16:6F:05:05,-61,Box8
419,881941460,54:4A:16:6F:01:DA,-74,Box8
492,881941524,54:4A:16:6F:01:CE,-89,Box8
444,881941574,54:4A:16:6F:04:23,-48,Box8
437,881941845,54:4A:16:6F:05:05,-57,Box8
419,881941889,54:4A:16:6F:01:DA,-67,Box8
444,881942338,54:4A:16:6F:04:23,-48,Box8
492,881942475,54:4A:16:6F:01:CE,-78,Box8
492,881946231,54:4A:16:6F:01:CE,-75,Box8
437,881948205,54:4A:16:6F:05:05,-58,Box8
419,881952836,54:4A:16:6F:01:DA,-75,Box8
437,881954515,54:4A:16:6F:05:05,-58,Box8
492,881956053,54:4A:16:6F:01:CE,-89,Box8
437,881956318,54:4A:16:6F:05:05,-57,Box8
444,881956809,54:4A:16:6F:04:23,-47,Box8
492,881956962,54:4A:16:6F:01:CE,-78,Box8
437,881957223,54:4A:16:6F:05:05,-58,Box8
419,881957285,54:4A:16:6F:01:DA,-76,Box8
444,881957713,54:4A:16:6F:04:23,-48,Box4
492,881957875,54:4A:16:6F:01:CE,-76,Box4
437,881958132,54:4A:16:6F:05:05,-62,Box4
419,881958195,54:4A:16:6F:01:DA,-70,Box4
444,881958620,54:4A:16:6F:04:23,-55,Box4
492,881958775,54:4A:16:6F:01:CE,-73,Box4
419,881959094,54:4A:16:6F:01:DA,-69,Box4
444,881959536,54:4A:16:6F:04:23,-63,Box4
492,881959682,54:4A:16:6F:01:CE,-75,Box4
437,881959964,54:4A:16:6F:05:05,-74,Box4
419,881960034,54:4A:16:6F:01:DA,-73,Box4
419,881960911,54:4A:16:6F:01:DA,-75,Box4
492,881961486,54:4A:16:6F:01:CE,-73,Box4
437,881961755,54:4A:16:6F:05:05,-76,Box4
419,881961844,54:4A:16:6F:01:DA,-74,Box4
444,881964089,54:4A:16:6F:04:23,-49,Box4
419,881971959,54:4A:16:6F:01:DA,-79,Box4
444,881974897,54:4A:16:6F:04:23,-52,Box4
419,881975399,54:4A:16:6F:01:DA,-68,Box4
492,881975980,54:4A:16:6F:01:CE,-70,Box4
437,881976220,54:4A:16:6F:05:05,-76,Box4
444,881976732,54:4A:16:6F:04:23,-49,Box4
437,881977118,54:4A:16:6F:05:05,-74,Box4
419,881977181,54:4A:16:6F:01:DA,-74,Box4
492,881977787,54:4A:16:6F:01:CE,-75,Box4
437,881978025,54:4A:16:6F:05:05,-73,Box4
419,881978085,54:4A:16:6F:01:DA,-69,Box4
444,881978540,54:4A:16:6F:04:23,-53,Box4
437,881978950,54:4A:16:6F:05:05,-75,Box4
437,881979855,54:4A:16:6F:05:05,-76,Box4
444,881980361,54:4A:16:6F:04:23,-49,Box4
492,881980507,54:4A:16:6F:01:CE,-80,Box4
437,881980789,54:4A:16:6F:05:05,-74,Box4
419,881981734,54:4A:16:6F:01:DA,-75,Box4
444,881984894,54:4A:16:6F:04:23,-52,Box4
419,881988387,54:4A:16:6F:01:DA,-76,Box4
492,881990541,54:4A:16:6F:01:CE,-66,Box4
492,881994546,54:4A:16:6F:01:CE,-66,Box4
437,881994868,54:4A:16:6F:05:05,-74,Box4
419,881994911,54:4A:16:6F:01:DA,-78,Box4
444,882010339,54:4A:16:6F:04:23,-52,Box4
492,882010654,54:4A:16:6F:01:CE,-67,Box4
444,882010926,54:4A:16:6F:04:23,-48,Box4
492,882011068,54:4A:16:6F:01:CE,-69,Box4
444,882011979,54:4A:16:6F:04:23,-48,Box4
492,882012264,54:4A:16:6F:01:CE,-73,Box4
437,882012470,54:4A:16:6F:05:05,-75,Box4
419,882012642,54:4A:16:6F:01:DA,-90,Box4
444,882012893,54:4A:16:6F:04:23,-52,Box4
492,882013269,54:4A:16:6F:01:CE,-75,Box4
437,882013982,54:4A:16:6F:05:05,-73,Box4
419,882014047,54:4A:16:6F:01:DA,-78,Box4
444,882014520,54:4A:16:6F:04:23,-52,Box4
492,882014675,54:4A:16:6F:01:CE,-68,Box4
437,882014880,54:4A:16:6F:05:05,-74,Box4
419,882014974,54:4A:16:6F:01:DA,-69,Box4
444,882015359,54:4A:16:6F:04:23,-52,Box4
492,882015424,54:4A:16:6F:01:CE,-70,Box4
437,882015585,54:4A:16:6F:05:05,-73,Box4
492,882016156,54:4A:16:6F:01:CE,-70,Box4
444,882018467,54:4A:16:6F:04:23,-52,Box4
492,882019031,54:4A:16:6F:01:CE,-83,Box4
437,882019720,54:4A:16:6F:05:05,-74,Box4
419,882019780,54:4A:16:6F:01:DA,-77,Box4
444,882021172,54:4A:16:6F:04:23,-49,Box4
492,882021769,54:4A:16:6F:01:CE,-80,Box4
444,882022772,54:4A:16:6F:04:23,-52,Box4
492,882022840,54:4A:16:6F:01:CE,-67,Box4
492,882023847,54:4A:16:6F:01:CE,-70,Box4
444,882025170,54:4A:16:6F:04:23,-52,Box4
492,882025365,54:4A:16:6F:01:CE,-83,Box4
444,882025962,54:4A:16:6F:04:23,-52,Box4
492,882026061,54:4A:16:6F:01:CE,-86,Box4
437,882026272,54:4A:16:6F:05:05,-75,Box4
444,882026439,54:4A:16:6F:04:23,-52,Box4
492,882026901,54:4A:16:6F:01:CE,-70,Box4
444,882038913,54:4A:16:6F:04:23,-52,Box4
492,882038953,54:4A:16:6F:01:CE,-69,Box4
437,882038997,54:4A:16:6F:05:05,-70,Box4
419,882039026,54:4A:16:6F:01:DA,-78,Box4
444,882039127,54:4A:16:6F:04:23,-49,Box4
492,882039171,54:4A:16:6F:01:CE,-74,Box4
437,882039282,54:4A:16:6F:05:05,-71,Box4
444,882039343,54:4A:16:6F:04:23,-52,Box4
492,882039444,54:4A:16:6F:01:CE,-75,Box4
444,882039543,54:4A:16:6F:04:23,-52,Box4
492,882039576,54:4A:16:6F:01:CE,-75,Box4
437,882039664,54:4A:16:6F:05:05,-71,Box4
437,882039797,54:4A:16:6F:05:05,-75,Box4
419,882039832,54:4A:16:6F:01:DA,-71,Box4
444,882039922,54:4A:16:6F:04:23,-52,Box4
492,882039991,54:4A:16:6F:01:CE,-69,Box4
419,882040056,54:4A:16:6F:01:DA,-79,Box4
444,882040093,54:4A:16:6F:04:23,-49,Box4
492,882040141,54:4A:16:6F:01:CE,-68,Box4
437,882040179,54:4A:16:6F:05:05,-70,Box4
419,882040249,54:4A:16:6F:01:DA,-74,Box4
444,882040305,54:4A:16:6F:04:23,-52,Box4
492,882040346,54:4A:16:6F:01:CE,-68,Box4
437,882040467,54:4A:16:6F:05:05,-71,Box4
444,882040494,54:4A:16:6F:04:23,-52,Box4
492,882040543,54:4A:16:6F:01:CE,-75,Box4
444,882040928,54:4A:16:6F:04:23,-51,Box4
492,882041038,54:4A:16:6F:01:CE,-68,Box4
437,882041104,54:4A:16:6F:05:05,-74,Box4
419,882041138,54:4A:16:6F:01:DA,-76,Box4
444,882041199,54:4A:16:6F:04:23,-52,Box4
492,882041250,54:4A:16:6F:01:CE,-68,Box4
437,882041305,54:4A:16:6F:05:05,-71,Box4
419,882041340,54:4A:16:6F:01:DA,-70,Box4
444,882041403,54:4A:16:6F:04:23,-52,Box4
492,882041403,54:4A:16:6F:01:CE,-74,Box4
437,882041465,54:4A:16:6F:05:05,-72,Box4
444,882041519,54:4A:16:6F:04:23,-48,Box4
492,882041575,54:4A:16:6F:01:CE,-77,Box4
437,882041608,54:4A:16:6F:05:05,-74,Box4
419,882041648,54:4A:16:6F:01:DA,-88,Box4
444,882041725,54:4A:16:6F:04:23,-51,Box4
492,882041761,54:4A:16:6F:01:CE,-69,Box4
437,882041828,54:4A:16:6F:05:05,-75,Box4
419,882041903,54:4A:16:6F:01:DA,-74,Box4
444,882041957,54:4A:16:6F:04:23,-52,Box4
444,882042049,54:4A:16:6F:04:23,-46,Box4
492,882042131,54:4A:16:6F:01:CE,-74,Box4
444,882047301,54:4A:16:6F:04:23,-49,Box4
419,882050493,54:4A:16:6F:01:DA,-72,Box6
444,882051808,54:4A:16:6F:04:23,-78,Box6
437,882054076,54:4A:16:6F:05:05,-62,Box6
444,882055461,54:4A:16:6F:04:23,-62,Box6
419,882062395,54:4A:16:6F:01:DA,-41,Box6
444,882062477,54:4A:16:6F:04:23,-66,Box6
437,882064906,54:4A:16:6F:05:05,-64,Box6
419,882065015,54:4A:16:6F:01:DA,-45,Box6
444,882065414,54:4A:16:6F:04:23,-62,Box6
492,882065565,54:4A:16:6F:01:CE,-65,Box6
437,882065806,54:4A:16:6F:05:05,-61,Box6
419,882065843,54:4A:16:6F:01:DA,-41,Box6
492,882071939,54:4A:16:6F:01:CE,-58,Box6
419,882074020,54:4A:16:6F:01:DA,-42,Box6
437,882075818,54:4A:16:6F:05:05,-67,Box6
444,882077214,54:4A:16:6F:04:23,-69,Box6
444,882078971,54:4A:16:6F:04:23,-65,Box6
492,882079139,54:4A:16:6F:01:CE,-60,Box6
419,882079431,54:4A:16:6F:01:DA,-45,Box6
444,882079879,54:4A:16:6F:04:23,-64,Box6
437,882080320,54:4A:16:6F:05:05,-61,Box6
492,882082807,54:4A:16:6F:01:CE,-60,Box6
419,882091797,54:4A:16:6F:01:DA,-40,Box6
492,882091937,54:4A:16:6F:01:CE,-62,Box6
419,882092034,54:4A:16:6F:01:DA,-44,Box6
437,882093252,54:4A:16:6F:05:05,-61,Box6
419,882093344,54:4A:16:6F:01:DA,-41,Box6
444,882093439,54:4A:16:6F:04:23,-63,Box6
492,882093614,54:4A:16:6F:01:CE,-60,Box6
437,882093883,54:4A:16:6F:05:05,-61,Box6
419,882093934,54:4A:16:6F:01:DA,-42,Box6
444,882094347,54:4A:16:6F:04:23,-63,Box6
492,882094521,54:4A:16:6F:01:CE,-60,Box6
437,882094787,54:4A:16:6F:05:05,-61,Box6
492,882095437,54:4A:16:6F:01:CE,-62,Box6
437,882095680,54:4A:16:6F:05:05,-68,Box6
419,882095725,54:4A:16:6F:01:DA,-40,Box6
444,882096153,54:4A:16:6F:04:23,-68,Box6
492,882096331,54:4A:16:6F:01:CE,-62,Box6
437,882096582,54:4A:16:6F:05:05,-61,Box6
419,882096620,54:4A:16:6F:01:DA,-41,Box6
444,882097967,54:4A:16:6F:04:23,-64,Box6
444,882104488,54:4A:16:6F:04:23,-65,Box6
419,882105710,54:4A:16:6F:01:DA,-42,Box6
437,882107463,54:4A:16:6F:05:05,-61,Box6
492,882109924,54:4A:16:6F:01:CE,-59,Box6
437,882110166,54:4A:16:6F:05:05,-67,Box6
444,882110649,54:4A:16:6F:04:23,-70,Box6
437,882112029,54:4A:16:6F:05:05,-61,Box6
492,882114457,54:4A:16:6F:01:CE,-61,Box6
419,882124462,54:4A:16:6F:01:DA,-40,Box6
437,882124564,54:4A:16:6F:05:05,-61,Box6
492,882124639,54:4A:16:6F:01:CE,-59,Box6
419,882124690,54:4A:16:6F:01:DA,-41,Box6
419,882125333,54:4A:16:6F:01:DA,-41,Box6
492,882125434,54:4A:16:6F:01:CE,-59,Box6
444,882125525,54:4A:16:6F:04:23,-65,Box6
419,882126524,54:4A:16:6F:01:DA,-42,Box6
437,882128333,54:4A:16:6F:05:05,-68,Box6
419,882132824,54:4A:16:6F:01:DA,-41,Box6
492,882137072,54:4A:16:6F:01:CE,-60,Box6
437,882137330,54:4A:16:6F:05:05,-61,Box6
419,882137375,54:4A:16:6F:01:DA,-40,Box6
444,882137776,54:4A:16:6F:04:23,-66,Box6
492,882137949,54:4A:16:6F:01:CE,-60,Box6
437,882140943,54:4A:16:6F:05:05,-61,Box6
492,882143400,54:4A:16:6F:01:CE,-62,Box6
419,882143886,54:4A:16:6F:01:DA,-42,Box6
444,882144652,54:4A:16:6F:04:23,-69,Box6
437,882147299,54:4A:16:6F:05:05,-62,Box6
492,882149751,54:4A:16:6F:01:CE,-59,Box6
419,882151921,54:4A:16:6F:01:DA,-44,Box6
444,882159464,54:4A:16:6F:04:23,-69,Box6
492,882159513,54:4A:16:6F:01:CE,-59,Box6
437,882159615,54:4A:16:6F:05:05,-62,Box6
419,882159653,54:4A:16:6F:01:DA,-41,Box6
444,882159709,54:4A:16:6F:04:23,-66,Box6
492,882159770,54:4A:16:6F:01:CE,-60,Box6
437,882159820,54:4A:16:6F:05:05,-62,Box6
444,882159996,54:4A:16:6F:04:23,-66,Box6
492,882160098,54:4A:16:6F:01:CE,-60,Box6
437,882160189,54:4A:16:6F:05:05,-62,Box6
419,882160287,54:4A:16:6F:01:DA,-44,Box6
437,882160863,54:4A:16:6F:05:05,-63,Box6
492,882163323,54:4A:16:6F:01:CE,-55,Box6
444,882164029,54:4A:16:6F:04:23,-65,Box6
